frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
573,2,3,1,2,1,1,4,1,3,3
574,2,3,1,2,2,1,4,2,4,4
575,2,3,1,2,2,1,4,2,4,4
576,2,3,1,2,2,1,4,2,4,4
577,2,3,1,2,2,1,4,2,4,4
578,2,3,1,2,2,1,4,2,4,4
579,2,3,1,2,2,1,4,2,4,4
580,2,3,1,2,2,1,4,2,4,4
581,2,3,1,2,2,1,4,2,4,4
582,2,3,1,2,2,1,4,2,4,4
583,2,3,1,2,2,1,4,2,4,4
584,2,3,1,2,2,1,4,2,4,4
585,2,3,1,2,2,1,4,2,4,4
586,2,3,1,2,2,1,4,2,4,4
587,2,3,1,2,2,2,4,3,4,4
588,2,3,1,2,2,2,4,3,4,4
589,2,3,1,2,2,2,4,3,4,4
590,2,3,1,2,2,2,4,3,4,4
591,2,3,1,2,2,2,4,3,4,4
592,2,3,1,2,2,2,4,3,4,4
593,3,3,1,2,2,2,5,3,4,4
594,3,3,1,2,2,2,5,3,4,4
595,3,3,1,2,2,2,5,3,4,4
596,3,3,1,2,2,2,5,3,4,4
597,2,3,1,2,2,2,4,3,4,4
598,2,3,1,2,2,2,4,3,4,4
599,2,3,1,2,2,2,4,3,4,4
600,2,3,1,2,2,2,4,3,4,4
601,2,3,1,2,2,2,4,3,4,4
602,2,3,2,2,2,2,5,3,4,4
603,2,3,2,2,2,2,5,3,4,4
604,2,3,3,2,2,2,6,3,6,6
605,2,3,3,2,2,2,6,3,6,6
606,2,3,3,2,2,1,6,2,6,6
607,2,3,4,2,2,1,7,2,7,7
608,2,3,3,2,2,2,6,3,6,6
609,2,3,4,2,2,2,7,3,7,7
610,2,3,4,2,2,1,7,2,7,7
611,2,3,3,2,2,2,6,3,6,6
612,2,3,2,2,2,2,5,3,4,4
613,2,3,2,2,2,2,5,3,4,4
614,3,3,1,1,2,2,5,2,4,4
615,3,3,1,1,2,2,5,2,4,4
616,3,3,1,1,2,2,5,2,4,4
617,3,3,1,1,2,2,5,2,4,4
618,3,3,1,1,2,2,5,2,4,4
619,3,3,1,1,2,1,5,1,4,4
620,3,3,1,1,2,1,5,1,4,4
621,3,3,1,1,2,1,5,1,4,4
